# x_m,y_m,w_tr_right_m,w_tr_left_m
-1.384359,0.956020,6.439,7.198
-4.067059,-3.264090,6.442,7.199
-6.750406,-7.483973,6.444,7.199
-9.434351,-11.703643,6.446,7.199
-12.118844,-15.923117,6.449,7.199
-14.803835,-20.142408,6.451,7.199
-17.489276,-24.361533,6.453,7.199
-20.175116,-28.580505,6.456,7.199
-22.861307,-32.799341,6.458,7.199
-25.547799,-37.018055,6.460,7.199
-28.234542,-41.236662,6.463,7.199
-30.921488,-45.455178,6.465,7.199
-33.608586,-49.673617,6.467,7.199
-36.295787,-53.891994,6.470,7.199
-38.983042,-58.110326,6.472,7.199
-41.670302,-62.328625,6.474,7.199
-44.357517,-66.546909,6.477,7.199
-47.044664,-70.765184,6.479,7.199
-49.731743,-74.983454,6.481,7.199
-52.418753,-79.201722,6.484,7.200
-55.105696,-83.419989,6.486,7.200
-57.792572,-87.638259,6.488,7.200
-60.479382,-91.856533,6.491,7.200
-63.166125,-96.074815,6.493,7.200
-65.852803,-100.293106,6.495,7.200
-68.539416,-104.511409,6.497,7.200
-71.225965,-108.729728,6.500,7.200
-73.912450,-112.948063,6.502,7.200
-76.598871,-117.166418,6.504,7.200
-79.285230,-121.384795,6.507,7.200
-81.971527,-125.603196,6.509,7.200
-84.657761,-129.821625,6.511,7.200
-87.343935,-134.040083,6.514,7.200
-90.030048,-138.258574,6.516,7.200
-92.716100,-142.477098,6.518,7.200
-95.402094,-146.695660,6.521,7.200
-98.088028,-150.914261,6.523,7.200
-100.773903,-155.132904,6.525,7.200
-103.459720,-159.351592,6.528,7.201
-106.145480,-163.570326,6.530,7.201
-108.831183,-167.789110,6.532,7.201
-111.516830,-172.007946,6.535,7.201
-114.202420,-176.226835,6.537,7.201
-116.887955,-180.445782,6.539,7.201
-119.573436,-184.664788,6.542,7.201
-122.258862,-188.883856,6.544,7.201
-124.944234,-193.102988,6.546,7.201
-127.629553,-197.322186,6.549,7.201
-130.314819,-201.541454,6.551,7.201
-133.000033,-205.760794,6.553,7.201
-135.685195,-209.980207,6.556,7.201
-138.370306,-214.199698,6.558,7.201
-141.055367,-218.419267,6.560,7.201
-143.740387,-222.638907,6.563,7.201
-146.425407,-226.858583,6.565,7.201
-149.110471,-231.078250,6.567,7.201
-151.795623,-235.297869,6.570,7.202
-154.480908,-239.517397,6.572,7.202
-157.166369,-243.736791,6.574,7.202
-159.852052,-247.956012,6.577,7.202
-162.538000,-252.175015,6.579,7.202
-165.224259,-256.393760,6.581,7.202
-167.910871,-260.612205,6.584,7.202
-170.597883,-264.830308,6.586,7.202
-173.285338,-269.048028,6.588,7.202
-175.973280,-273.265321,6.591,7.202
-178.661754,-277.482147,6.593,7.202
-181.350805,-281.698463,6.595,7.202
-184.040476,-285.914228,6.597,7.202
-186.730812,-290.129400,6.600,7.202
-189.421858,-294.343938,6.602,7.202
-192.113580,-298.557862,6.604,7.202
-194.805215,-302.771801,6.607,7.202
-197.495590,-306.986724,6.609,7.202
-200.183528,-311.203599,6.611,7.202
-202.867853,-315.423397,6.614,7.203
-205.547389,-319.647088,6.616,7.203
-208.220959,-323.875642,6.618,7.203
-210.887386,-328.110030,6.621,7.203
-213.545493,-332.351222,6.623,7.203
-216.195321,-336.599242,6.625,7.203
-218.861894,-340.834662,6.628,7.203
-221.593690,-345.019797,6.630,7.203
-224.440088,-349.116261,6.632,7.203
-227.450471,-353.085664,6.635,7.207
-230.661799,-356.900064,6.639,7.215
-233.993827,-360.630088,6.643,7.222
-237.303927,-364.398500,6.647,7.230
-240.578036,-368.199577,6.650,7.238
-244.004388,-371.825748,6.654,7.245
-247.687855,-375.163611,6.705,7.228
-251.573617,-378.276446,6.807,7.184
-255.592807,-381.243072,6.908,7.141
-259.676559,-384.142311,7.009,7.097
-263.758300,-387.050158,6.988,7.083
-267.817689,-389.985731,6.943,7.074
-271.877230,-392.915430,6.898,7.065
-275.961049,-395.803661,6.853,7.057
-280.093259,-398.614848,6.807,7.054
-284.291125,-401.322905,6.761,7.067
-288.553290,-403.927561,6.715,7.079
-292.875262,-406.432889,6.670,7.091
-297.252550,-408.842964,6.624,7.104
-301.680662,-411.161860,6.613,7.118
-306.155104,-413.393649,6.638,7.135
-310.671386,-415.542407,6.663,7.152
-315.225015,-417.612208,6.688,7.168
-319.811499,-419.607124,6.713,7.185
-324.426679,-421.531254,6.728,7.195
-329.068023,-423.388810,6.709,7.183
-333.733495,-425.184039,6.690,7.170
-338.421060,-426.921188,6.671,7.158
-343.128682,-428.604504,6.652,7.145
-347.854325,-430.238235,6.632,7.132
-352.595954,-431.826627,6.613,7.120
-357.351534,-433.373928,6.594,7.107
-362.119029,-434.884385,6.588,7.098
-366.896459,-436.362231,6.603,7.096
-371.682357,-437.811576,6.618,7.093
-376.475529,-439.236464,6.632,7.090
-381.274784,-440.640938,6.647,7.088
-386.078932,-442.029040,6.661,7.085
-390.886782,-443.404814,6.676,7.083
-395.697142,-444.772302,6.691,7.080
-400.508821,-446.135548,6.705,7.077
-405.320629,-447.498593,6.720,7.075
-410.131560,-448.864851,6.734,7.072
-414.941496,-450.234691,6.749,7.070
-419.750590,-451.607568,6.764,7.067
-424.558994,-452.982940,6.778,7.064
-429.366858,-454.360261,6.793,7.062
-434.174334,-455.738988,6.807,7.059
-438.981574,-457.118576,6.822,7.057
-443.788729,-458.498482,6.837,7.054
-448.595950,-459.878160,6.851,7.051
-453.403390,-461.257067,6.866,7.049
-458.211200,-462.634658,6.880,7.046
-463.019530,-464.010390,6.895,7.044
-467.828534,-465.383717,6.910,7.041
-472.638361,-466.754097,6.924,7.038
-477.449165,-468.120985,6.939,7.036
-482.261095,-469.483836,6.950,7.033
-487.074304,-470.842106,6.945,7.028
-491.888944,-472.195252,6.940,7.022
-496.705158,-473.542751,6.935,7.017
-501.522971,-474.884521,6.930,7.012
-506.342294,-476.220870,6.926,7.007
-511.163038,-477.552119,6.921,7.002
-515.985111,-478.878590,6.916,6.996
-520.808423,-480.200604,6.911,6.991
-525.632882,-481.518485,6.906,6.986
-530.458399,-482.832552,6.898,6.974
-535.284882,-484.143129,6.885,6.953
-540.112241,-485.450536,6.872,6.933
-544.940385,-486.755096,6.860,6.912
-549.769223,-488.057130,6.847,6.892
-554.598664,-489.356960,6.834,6.871
-559.428618,-490.654908,6.821,6.850
-564.258994,-491.951295,6.808,6.830
-569.089700,-493.246444,6.796,6.809
-573.920648,-494.540676,6.783,6.789
-578.751744,-495.834312,6.770,6.768
-583.582900,-497.127675,6.757,6.747
-588.414046,-498.421007,6.744,6.727
-593.245173,-499.714347,6.732,6.706
-598.076282,-501.007699,6.719,6.686
-602.907370,-502.301069,6.706,6.665
-607.738440,-503.594464,6.693,6.644
-612.569489,-504.887889,6.680,6.624
-617.400518,-506.181349,6.667,6.603
-622.231527,-507.474850,6.655,6.583
-627.062516,-508.768398,6.642,6.562
-631.893483,-510.061998,6.629,6.541
-636.724429,-511.355655,6.616,6.521
-641.555355,-512.649376,6.603,6.500
-646.386258,-513.943167,6.591,6.480
-651.217140,-515.237032,6.578,6.459
-656.047999,-516.530977,6.565,6.438
-660.878836,-517.825008,6.552,6.418
-665.709651,-519.119131,6.539,6.397
-670.540443,-520.413350,6.527,6.377
-675.371211,-521.707673,6.514,6.356
-680.201957,-523.002104,6.501,6.335
-685.032679,-524.296649,6.488,6.315
-689.863377,-525.591313,6.475,6.294
-694.694051,-526.886103,6.463,6.274
-699.524700,-528.181023,6.450,6.253
-704.355325,-529.476080,6.437,6.232
-709.185926,-530.771279,6.424,6.212
-714.016501,-532.066626,6.411,6.191
-718.847051,-533.362125,6.399,6.171
-723.677575,-534.657784,6.386,6.150
-728.508074,-535.953607,6.373,6.129
-733.338546,-537.249601,6.360,6.109
-738.168992,-538.545770,6.347,6.088
-742.999412,-539.842120,6.335,6.068
-747.829805,-541.138658,6.322,6.047
-752.660171,-542.435388,6.309,6.027
-757.490510,-543.732316,6.296,6.006
-762.320807,-545.029494,6.283,5.985
-767.150932,-546.327365,6.271,5.965
-771.980696,-547.626571,6.258,5.944
-776.809907,-548.927756,6.245,5.924
-781.638376,-550.231562,6.232,5.903
-786.465912,-551.538633,6.219,5.882
-791.292325,-552.849613,6.207,5.862
